《等你下课》| 杰伦啊终于等到你的歌了！,873.5万,https://y.qq.com/n/yqq/playsquare/3547878328.html#stat=y_new.playlist.pic_click
戳心女声：下次见你，谈笑风声不动情,994.6万,https://y.qq.com/n/yqq/playsquare/3645679007.html#stat=y_new.playlist.pic_click
晚安日语：希望每天醒来都能看见你,586.6万,https://y.qq.com/n/yqq/playsquare/1747179929.html#stat=y_new.playlist.pic_click
《QQ飞车》手游：晋级车王必备,753万,https://y.qq.com/n/yqq/playsquare/3620241500.html#stat=y_new.playlist.pic_click
《前任3:再见前任》遗憾是最深情的告别,732.7万,https://y.qq.com/n/yqq/playsquare/3629105697.html#stat=y_new.playlist.pic_click
百首气势磅礴BGM：听完有种开飞碟的错觉,566万,https://y.qq.com/n/yqq/playsquare/3523007574.html#stat=y_new.playlist.pic_click
致自己：学着努力强迫，余生光阴忘记你,3372.6万,https://y.qq.com/n/yqq/playsquare/3591175213.html#stat=y_new.playlist.pic_click
赌一个女朋友 : 这99首R&B不好听算我输！,535.2万,https://y.qq.com/n/yqq/playsquare/1774527901.html#stat=y_new.playlist.pic_click
赌一包辣条，前任听了这些歌哭成狗,2645.2万,https://y.qq.com/n/yqq/playsquare/3573166874.html#stat=y_new.playlist.pic_click
2017年度国语单曲收藏 Top 100,2619.7万,https://y.qq.com/n/yqq/playsquare/2380441485.html#stat=y_new.playlist.pic_click
2017年度轻音乐收藏 Top 100,699.7万,https://y.qq.com/n/yqq/playsquare/3616364405.html#stat=y_new.playlist.pic_click
2017年度电子单曲收藏 Top 100,992.1万,https://y.qq.com/n/yqq/playsquare/3617678498.html#stat=y_new.playlist.pic_click
朋友圈都在秀18岁照片，BGM是红色石头,1632.9万,https://y.qq.com/n/yqq/playsquare/1143252918.html#stat=y_new.playlist.pic_click
乘公交必备热歌！让你散发撩人气场,2750.5万,https://y.qq.com/n/yqq/playsquare/1492207868.html#stat=y_new.playlist.pic_click
治愈系：这些歌如止痛药水般缓解你的心酸,525.1万,https://y.qq.com/n/yqq/playsquare/2390690733.html#stat=y_new.playlist.pic_click
青春记忆 | 90后校园岁月的流行歌曲,4539万,https://y.qq.com/n/yqq/playsquare/1790504159.html#stat=y_new.playlist.pic_click
降低音量：抑郁患者的百首Chillstep,525.3万,https://y.qq.com/n/yqq/playsquare/1473743093.html#stat=y_new.playlist.pic_click
